#Radio	Excentricidad
35.0774	0.193844
12.915	0.0597779
30.9954	0.0929103
82.2638	0.052185
98.6086	0.0448041
8.03789	0.00838027
94.0313	0.0528554
70.0058	0.0527155
33.324	0.124207
64.0185	0.0330448
98.2076	0.0307225
14.371	0.542751
15.0387	0.175497
45.3684	0.0623693
93.8028	0.0523949
87.9304	0.0529321
10.6298	0.0564162
75.3688	0.0225366
34.7964	0.0552321
16.8261	0.0527572
46.2024	0.0375961
96.0263	0.02015
83.7177	0.0584795
27.1776	0.191921
36.724	0.0444094
90.6641	0.0466949
8.50622	0.115644
21.0914	0.103717
58.4792	0.0353657
86.1728	0.047668
79.4345	0.0491909
28.6858	0.114773
2.21471	0.421484
36.3978	0.0185362
99.106	0.0293184
12.5001	0.0291024
80.4632	0.0440017
18.2867	0.166795
58.0503	0.0112424
18.8376	0.200573
57.7795	0.0605814
86.663	0.0671133
23.1696	0.0389503
32.3579	0.0673861
83.6286	0.106274
77.1582	0.0237461
9.41271	0.491289
86.4798	0.0626973
91.5285	0.0187638
75.903	0.06993
83.8106	0.0332769
82.895	0.0821915
44.2382	0.0652569
45.8425	0.0308883
100.13	0.101529
21.2882	0.229102
96.0663	0.0151395
91.3092	0.0510539
32.3925	0.0389804
42.4527	0.162126
55.0101	0.106006
42.0178	0.0647285
56.2197	0.0297602
52.322	0.135072
58.1079	0.072543
42.6758	0.0280216
62.7823	0.0666708
99.0161	0.0439007
12.0973	0.0454624
88.0773	0.0528582
71.2647	0.0505527
38.2192	0.285606
58.6473	0.0957877
43.6087	0.0713309
63.2867	0.0489403
73.9575	0.0295641
87.0839	0.0325235
45.9351	0.0535714
29.8965	0.133409
56.7167	0.0141159
73.1631	0.0510333
22.2471	0.327866
82.3118	0.0750205
42.8959	0.294952
68.7838	0.0527491
19.7652	0.243525
89.7189	0.0509708
96.3415	0.0186671
57.4858	0.0800517
55.3798	0.0492738
95.0819	0.0353987
21.3608	0.205491
54.8751	0.023933
37.8318	0.185036
86.5777	0.0609075
32.3434	0.120466
66.0809	0.0752747
41.3838	0.11716
31.6867	0.215836
79.9714	0.0528375
77.0991	0.0513634
32.8353	0.0293067
40.8332	0.0110161
83.2228	0.0528549
38.4204	0.0562331
21.4046	0.0596573
14.9366	0.206417
70.7433	0.0174774
96.89	0.0265111
81.8433	0.0744999
97.4982	0.0384871
61.4219	0.0554388
48.6239	0.0369286
53.6913	0.0398996
16.6431	0.628379
39.7811	0.0730146
62.1673	0.0459233
81.4248	0.0527683
23.9836	0.116096
84.4503	0.0312688
89.3306	0.0529057
47.8804	0.0475975
95.6457	0.0490357
59.747	0.024324
27.2045	0.062685
32.737	0.0591348
98.2522	0.0611472
17.5811	0.106881
28.5103	0.182562
14.9491	0.0259985
83.1912	0.134306
47.0039	0.0558072
57.0527	0.161848
42.8578	0.0365226
4.55287	0.553524
64.1819	0.0506035
74.2741	0.0195754
59.8197	0.101448
87.3199	0.0520721
96.045	0.0334701
44.7176	0.0482633
74.4878	0.0362748
19.6978	0.0400328
39.4673	0.0585371
76.8247	0.0488982
18.0002	0.0210005
94.5035	0.0529069
16.3794	0.0365919
27.618	0.170392
38.542	0.0696537
35.5312	0.136272
14.745	0.0496846
91.2498	0.0128016
34.0783	0.0112413
16.1959	0.141145
59.7289	0.0609466
16.6237	0.170331
81.1145	0.299532
78.2686	0.0492904
38.5326	0.00879737
21.3256	0.088826
93.2524	0.0400866
78.4138	0.0490726
9.27176	0.151714
74.7914	0.0445658
48.6716	0.109581
19.5424	0.332097
86.8884	0.0528068
41.681	0.103037
36.8122	0.30317
10.0731	0.645612
87.3829	0.101848
82.8607	0.0400766
59.8968	0.0810783
59.7137	0.0536558
26.6394	0.0497688
70.1114	0.0876077
76.612	0.0349858
42.5909	0.0765053
42.1357	0.0666593
58.5074	0.0715886
64.772	0.026199
28.7444	0.131305
69.0738	0.0915461
76.4546	0.0369421
44.3575	0.0560881
57.4479	0.0250514
94.9025	0.0277173
17.7065	0.0267053
46.4539	0.0520765
72.3256	0.0356341
81.1578	0.0524363
34.9448	0.0610439
33.5894	0.186454
88.6491	0.0508638
56.5811	0.0332186
38.123	0.029168
26.1111	0.238094
96.8215	0.124821
60.2964	0.0104706
15.7857	0.0531024
73.8585	0.0163879
12.4249	0.114818
5.44337	0.189061
65.7859	0.051303
57.8365	0.0936189
50.4397	0.0528983
33.5471	0.0529216
97.2008	0.122257
81.4561	0.121012
23.7238	0.367501
58.9105	0.0923876
90.7711	0.0523173
64.6595	0.0470395
60.3233	0.10989
96.0056	0.0140571
56.3695	0.0561178
59.8936	0.04146
66.0835	0.0515923
9.9352	0.0563561
36.8161	0.130124
40.0961	0.0484034
82.3902	0.0436778
91.3056	0.111282
94.7839	0.0420528
31.6223	0.133398
68.9412	0.113735
88.561	0.0524173
68.186	0.0529314
37.5948	0.0804404
6.64125	0.300816
51.1978	0.0517663
85.3057	0.0335663
27.9079	0.096064
90.5727	0.0499145
66.624	0.118522
87.1426	0.0746129
88.0674	0.0435602
97.1121	0.0368356
66.2783	0.0640694
78.6322	0.00291157
15.9632	0.107782
58.3884	0.0376084
33.8257	0.0470306
89.5795	0.0425839
45.0347	0.0291689
41.1537	0.145914
95.975	0.0470005
54.5174	0.0993231
5.09871	0.17337
20.301	0.211518
81.7808	0.0661547
56.1753	0.0535567
38.365	0.145358
86.1588	0.0437687
56.2169	0.0521454
59.9091	0.10637
80.1268	0.051998
22.3368	0.398907
80.6361	0.0518765
9.36592	0.0381074
68.1834	0.0528275
62.3235	0.053788
89.2086	0.0382423
49.9923	0.0283328
54.0084	0.092714
96.4066	0.0796352
88.5124	0.0476047
24.1162	0.167709
87.5929	0.0501632
21.5772	0.053075
40.6984	0.0845587
58.2218	0.0349201
46.5793	0.0369239
77.3737	0.0217942
6.69977	0.034936
7.67731	0.36793
67.4364	0.0529325
80.5089	0.0253056
58.2848	0.0491099
25.044	0.0552132
21.1244	0.217196
60.8097	0.00713086
62.0432	0.0616197
13.6122	0.0733844
95.5923	0.024386
41.0601	0.11664
86.9207	0.0606319
100.408	0.0396287
90.8651	0.0264333
45.4561	0.0642501
28.0178	0.0265081
57.5195	0.0416748
55.975	0.0110014
89.6408	0.04123
34.5752	0.146911
3.32554	0.469677
9.27851	0.122362
81.9063	0.0525571
98.9965	0.0824947
31.3512	0.109369
16.1896	0.149121
27.229	0.200881
31.1726	0.0722686
28.9721	0.0610791
83.6618	0.0524992
19.4957	0.0199788
86.8207	0.140594
51.4466	0.0484715
89.136	0.0370202
38.9197	0.054958
44.6681	0.118728
23.7555	0.0426361
30.9957	0.114839
72.9631	0.0527701
74.8203	0.0251282
16.5662	0.105873
94.0509	0.0410863
85.0263	0.0468611
32.9573	0.159989
4.8161	0.372185
18.4202	0.18799
2.91234	0.630446
89.628	0.0989194
5.60084	0.0428044
80.0473	0.0398972
61.0505	0.0116972
25.5771	0.0350411
98.9988	0.0228515
71.4726	0.0483384
64.219	0.026121
41.8541	0.139996
58.2944	0.101585
19.2937	0.341419
72.2622	0.0814583
21.7352	0.0270548
44.3277	0.0676461
34.642	0.0389662
24.4146	0.217247
58.1036	0.0511148
44.1849	0.0345849
9.31688	0.05378
18.2223	0.115776
100.529	0.0329444
83.037	0.0270949
19.1439	0.155862
46.532	0.0900966
29.5679	0.0493809
90.0007	0.0524515
68.1492	0.0590979
81.5912	0.0235764
23.0371	0.279683
18.3482	0.109108
28.9883	0.104118
26.3621	0.147375
7.5594	0.121736
71.7998	0.0491251
75.729	0.0596637
58.9449	0.0758757
12.65	0.246448
29.8114	0.0324707
86.4335	0.0373027
33.2338	0.186235
57.3906	0.134935
32.7013	0.0820293
32.0925	0.045291
86.5779	0.0487816
4.57242	0.338989
58.3441	0.0421837
82.1648	0.0367324
53.724	0.0915965
94.1404	0.0246767
57.8319	0.0835501
12.0521	0.27814
85.8224	0.0519974
70.3869	0.0529015
57.9583	0.0521249
35.8638	0.0738409
95.0256	0.0529333
24.7787	0.0539431
62.5429	0.0523961
76.8966	0.0397433
97.9886	0.0143584
18.8871	0.0319714
57.3869	0.0767568
85.6269	0.0690185
19.5166	0.0739022
93.8296	0.0506486
95.2138	0.0271649
56.8617	0.0311051
21.4704	0.355112
12.1069	0.489089
30.2711	0.0516476
57.8539	0.195097
89.535	0.0501833
75.5726	0.0301857
57.4203	0.241056
47.0758	0.0799132
78.7887	0.0482561
47.5338	0.0489852
93.2873	0.0272836
87.795	0.0382038
52.894	0.041626
45.48	0.0640434
32.1499	0.105531
22.2604	0.021101
19.9413	0.0596727
36.7186	0.0421125
92.5022	0.0523445
99.7176	0.0679233
30.4795	0.0986642
56.986	0.0785111
98.9573	0.0156153
9.65252	0.0456843
86.7772	0.0515938
46.5331	0.0837591
25.7245	0.0199338
11.7024	0.12412
61.4772	0.0389961
100.293	0.0367703
23.5357	0.074495
86.0852	0.0836026
91.1479	0.044776
48.3391	0.132352
93.5358	0.0397122
24.3551	0.051308
23.4097	0.0502362
80.0361	0.0494258
84.3131	0.0528795
16.8485	0.2006
4.74193	0.264108
91.7613	0.0435901
73.8684	0.0579083
90.4881	0.0473061
25.5764	0.0525827
99.8545	0.0524297
18.7657	0.191904
39.2201	0.054629
47.3861	0.101998
9.64043	0.458696
65.5341	0.0244477
71.0734	0.0307248
88.9269	0.0382182
100.809	0.102678
12.4214	0.00116758
65.1903	0.0526827
89.4702	0.0262318


109.599	0.0326411
6.70616	0.428645
90.382	0.032337
13.1815	0.185088
84.7877	0.0500137
29.2475	0.0827256
34.4979	0.194645
48.1567	0.137772
11.6621	0.0550031
96.5999	0.0417395
56.6802	0.0391313
69.314	0.0643448
31.3309	0.057488
12.2672	0.0770402
68.2185	0.0933487
108.001	0.0530393
107.618	0.0205844
28.6808	0.0954281
38.9657	0.155179
58.2369	0.0461298
67.2292	0.0525265
12.9122	0.637045
31.3694	0.053733
74.5678	0.0637576
16.0151	0.124236
67.8021	0.265847
100.12	0.0113807
62.9868	0.084636
59.1035	0.071986
77.908	0.0567533
44.61	0.116399
88.3458	0.101295
52.9137	0.0821253
20.8429	0.185633
14.9032	0.0670816
78.2529	0.0454362
71.8098	0.071478
82.5643	0.0511888
82.9601	0.0467862
58.8004	0.0493523
44.7279	0.155041
62.688	0.0529845
99.0257	0.0369381
66.3435	0.0526553
41.4765	0.320485
31.7749	0.0675187
99.605	0.0506754
52.3682	0.0471026
107.221	0.0255329
47.4312	0.0658545
103.333	0.0251616
25.1507	0.0320964
93.2259	0.0739157
30.966	0.185287
12.6931	0.0988308
22.7973	0.167358
80.1184	0.0499651
104.222	0.0454018
8.01148	0.0394606
94.5375	0.0528744
70.4996	0.0515792
31.3528	0.12804
64.7219	0.0370524
106.943	0.0612558
6.96502	0.24569
14.6542	0.148061
42.2957	0.0749942
95.1438	0.0525107
87.9452	0.0529331
9.80968	0.0731983
74.7152	0.0339143
33.7004	0.0724148
17.4578	0.0792339
41.7017	0.0224594
105.796	0.0224146
74.3201	0.0412882
27.1406	0.193148
36.82	0.0391373
94.8103	0.0491216
13.1856	0.367498
21.7325	0.100992
59.9223	0.0937941
90.8924	0.095639
76.855	0.0511557
29.8513	0.164293
1.64595	0.0530212
38.6955	0.0598841
107.776	0.0350358
12.4864	0.0174308
74.5671	0.102838
20.7521	0.326817
58.2359	0.0238186
19.8185	0.260437
58.9826	0.0585767
86.0772	0.0664926
23.5705	0.0110767
34.2103	0.0633736
82.447	0.105712
76.4765	0.0403634
7.20977	0.135691
87.5921	0.0616752
102.332	0.016383
76.96	0.054801
75.6734	0.0283713
79.99	0.0885703
51.9216	0.0541312
50.4677	0.0868437
108.643	0.0945387
32.4426	0.233956
106.193	0.0187881
93.5148	0.0494951
35.4188	0.077537
34.6546	0.0550075
47.1898	0.0793611
50.011	0.0691866
59.0747	0.0371465
49.1533	0.138572
61.0571	0.0400953
41.835	0.105399
62.8323	0.0667468
104.894	0.0448519
9.65	0.0738632
88.244	0.0529253
72.2515	0.0137696
33.2706	0.282933
58.6704	0.0958678
45.9923	0.0573983
63.7153	0.05109
75.5254	0.0395356
93.1067	0.0468669
41.2921	0.0395136
33.4142	0.105896
55.5873	0.014823
73.1714	0.0510014
23.5702	0.3988
75.5547	0.0426005
46.2037	0.270907
68.3344	0.235755
22.4126	0.414608
91.7084	0.0523839
106.229	0.0219811
48.6278	0.0516989
57.2353	0.0384181
102.86	0.0354102
19.7946	0.209619
47.9637	0.0673747
40.0627	0.203869
84.7286	0.0715372
31.8633	0.0986368
66.3541	0.0753422
54.1115	0.115987
22.5249	0.127473
79.3984	0.0527814
76.4913	0.108986
30.3875	0.0773932
42.8367	0.05195
82.2423	0.0521719
38.4204	0.056233
22.0891	0.187327
9.6822	0.240623
73.009	0.146126
106.459	0.0245195
75.9181	0.0792387
104.745	0.0393665
61.4468	0.0541292
48.6803	0.0375456
49.4795	0.0618016
15.2804	0.487772
43.6628	0.016352
61.5396	0.0214613
80.4846	0.0524092
24.5802	0.115318
73.4358	0.105713
89.5057	0.052933
49.532	0.051308
99.5178	0.0516066
60.8329	0.0583496
27.2465	0.0613507
31.6252	0.0488964
98.4343	0.0611472
22.4158	0.107469
27.0194	0.17758
16.2469	0.0708774
80.4749	0.134482
47.1597	0.0486196
54.7722	0.147793
45.0275	0.0737144
4.86717	0.522348
64.8467	0.0528284
77.1244	0.0906471
51.0149	0.0486163
87.8238	0.0527979
103.34	0.0336143
51.7585	0.0741815
74.9531	0.0277443
20.7917	0.0651068
41.1957	0.111593
75.7966	0.0612074
16.3753	0.0540598
94.8037	0.0529124
19.2739	0.242124
18.9381	0.187454
35.7012	0.0949388
33.8365	0.291178
16.1285	0.0618184
101.63	0.00590295
29.297	0.0803218
17.8155	0.273652
60.3288	0.0746548
24.4692	0.214564
69.8115	0.285887
76.2236	0.0524179
36.2625	0.0681921
22.3268	0.183692
103.31	0.0400158
76.8668	0.020815
6.32712	0.214521
74.3911	0.0477225
41.573	0.0460161
17.1117	0.158087
86.806	0.0527326
51.0653	0.087484
39.3401	0.304676
6.95952	0.293416
92.0284	0.105468
74.6464	0.0352808
59.7648	0.0773753
61.306	0.0902717
25.0633	0.0263268
71.2077	0.0897966
75.515	0.0441372
51.9027	0.10327
45.7498	0.0852973
59.7516	0.0360441
69.4962	0.244786
43.1034	0.289864
69.2856	0.0912757
75.0462	0.0428242
47.9182	0.153074
57.7981	0.00353887
106.836	0.0252807
18.5099	0.0694832
50.4212	0.0333344
75.9992	0.0767621
79.6683	0.0517192
34.746	0.0608014
23.5838	0.148108
90.3903	0.0527224
57.5854	0.0264915
35.1163	0.0623954
23.317	0.158512
105.643	0.149004
60.9299	0.0525825
16.2415	0.107138
75.5172	0.114843
12.4041	0.115623
5.12262	0.106029
67.8531	0.117527
51.5226	0.0628787
50.4484	0.133274
32.1858	0.0807589
111.51	0.151636
78.3998	0.124833
15.3662	0.0720408
60.5134	0.113287
93.5566	0.092823
67.1946	0.0418402
63.0149	0.0670689
105.745	0.0103811
56.6483	0.0544277
59.9026	0.0415759
68.3296	0.0482389
10.9519	0.0625915
34.2719	0.131678
44.4368	0.0741897
77.1137	0.064474
102.467	0.111546
97.5662	0.0422032
32.7293	0.140126
71.6715	0.102874
89.2684	0.0529305
68.6412	0.0524469
37.907	0.078681
11.8514	0.304308
50.2023	0.0462457
81.752	0.0238491
28.2631	0.0946903
93.3349	0.0514651
66.7381	0.116175
85.8719	0.0756009
94.4221	0.0321926
104.694	0.03766
69.0729	0.0425774
75.6315	0.0513685
15.4261	0.120223
60.7295	0.0607432
34.4187	0.0425851
94.6764	0.0473079
46.8474	0.0209696
50.6536	0.157268
100.757	0.0470089
54.6358	0.0993443
6.19945	0.438816
10.6705	0.343272
76.0288	0.0651698
59.0829	0.0746573
39.5467	0.140744
88.9199	0.0529159
56.4764	0.0511127
60.39	0.102843
78.4564	0.0517405
20.381	0.287905
78.7287	0.0512065
11.3809	0.151108
71.016	0.0277285
62.3282	0.053796
95.2095	0.044732
49.4394	0.0248734
52.8208	0.0942388
108.192	0.0770284
91.6255	0.0517218
23.0565	0.120523
90.4931	0.115203
18.3054	0.0936934
41.7711	0.0815768
59.41	0.0608516
50.0435	0.0715275
75.5447	0.0474679
