#Radio	Excentricidad
10.9488	0.529428
7.19231	0.283999
68.2863	0.106646
75.4341	0.0523025
58.3965	0.047001
27.0749	0.0314347
20.326	0.166681
61.1465	0.022116
62.0632	0.0616791
13.2713	0.0623313
107.057	0.0522297
36.4068	0.060152
90.3282	0.066722
107.254	0.043058
102.163	0.0236872
42.1999	0.02748
28.1703	0.0356065
54.8209	0.0540345
57.3949	0.0534957
93.9823	0.0605175
37.9495	0.203842
1.57228	0.301526
12.3364	0.150275
80.4149	0.0515444
108.33	0.0845088
30.4427	0.0773059
17.0905	0.104921
16.2272	0.242193
36.897	0.0708615
29.8582	0.0535308
81.3527	0.0485644
22.9444	0.23569
85.8993	0.139653
51.1468	0.048464
101.115	0.0309181
38.9181	0.0575335
51.6551	0.0786646
25.4554	0.0115961
37.0778	0.127902
72.6703	0.0357716
75.6297	0.0236627
17.9494	0.0418836
107.437	0.0393846
77.6259	0.0371763
33.0264	0.159427
4.32858	0.229554
23.2113	0.256403
2.8516	0.638283
93.1318	0.0989787
5.60033	0.0468619
75.9461	0.0496691
62.6917	0.0652244
28.8038	0.0323985
108.374	0.0314747
70.4124	0.149045
67.0693	0.0262679
39.0828	0.0629531
58.4734	0.0947772
14.5368	0.369725
72.7722	0.0821028
16.2325	0.184763
43.6169	0.0675072
27.802	0.131347
26.7384	0.211709
61.2311	0.0269406
47.7043	0.0657605
9.34302	0.0580272
18.5094	0.103725
108.529	0.0397405
74.6937	0.0245291
26.6057	0.171584
45.2802	0.0652809
30.5315	0.0571807
90.9337	0.052838
72.6881	0.0414971
75.1656	0.0524348
15.2937	0.183293
14.7126	0.130936
28.8585	0.0992071
22.5186	0.0107596
7.57781	0.12141
73.2122	0.0600336
75.1014	0.0602895
52.7782	0.110455
14.4177	0.408025
30.5115	0.039522
89.2467	0.0466588
29.7263	0.200544
59.5858	0.142842
29.9889	0.101758
32.0216	0.0417724
88.0266	0.0527716
1.70837	0.752784
59.4243	0.0581443
76.6395	0.120886
49.4313	0.0860672
103.377	0.024677
58.1277	0.0837885
16.0839	0.122195
84.4541	0.0462656
70.5126	0.0528086
58.5061	0.0155959
33.6497	0.0852826
95.0521	0.0529334
31.2635	0.235694
63.2631	0.0539915
77.1835	0.0541509
108.82	0.0179956
20.9657	0.0476072
55.0049	0.120349
79.557	0.0364891
21.2706	0.0368989
96.6556	0.0509617
103.097	0.0272072
58.7783	0.0437775
18.6907	0.348797
13.5099	0.661562
37.0145	0.0582824
59.8446	0.201309
89.0223	0.116572
75.3031	0.034948
58.087	0.238102
38.8364	0.0902131
76.6186	0.0321209
49.2473	0.0457435
105.079	0.0271776
93.1629	0.0479849
45.8404	0.107225
41.9782	0.0205117
31.8464	0.104907
22.1579	0.0138967
19.3947	0.0340186
36.6412	0.0724474
93.8172	0.0525635
99.8678	0.0679243
36.0974	0.0922483
56.9837	0.0785488
108.867	0.0284502
9.08042	0.0960226
87.1633	0.0524094
40.0741	0.293049
25.6733	0.0194474
11.2706	0.154709
61.8173	0.043296
107.708	0.0412721
21.629	0.036439
86.1978	0.0837861
96.0564	0.0470911
46.8996	0.0889753
100.256	0.0402024
24.0482	0.233305
23.2801	0.0855949
77.2429	0.0502434
83.0095	0.0512798
17.0787	0.193899
6.54074	0.259254
97.1643	0.0454321
75.6204	0.0813181
104.25	0.0465782
26.1211	0.0349139
101.305	0.0524479
20.2265	0.302465
40.4959	0.0680302
41.5789	0.277369
9.58773	0.446216
68.1492	0.012803
74.9539	0.0732054
94.8221	0.0453299
111.657	0.104755
12.4537	0.0570262
65.444	0.0529183
101.757	0.0190733


102.915	0.0481723
6.08875	0.301368
90.9293	0.0310169
16.9556	0.0519775
89.9247	0.0865403
36.6459	0.0595794
32.7665	0.137739
47.7559	0.137092
10.6318	0.0891382
91.6366	0.0571983
56.4734	0.0461185
71.6828	0.01509
31.3592	0.0649193
14.3754	0.102637
69.3511	0.0991161
102.347	0.0603593
98.4263	0.0335733
28.2466	0.0858633
30.5469	0.0490065
59.6143	0.0553772
67.833	0.0505811
12.8702	0.623326
32.558	0.0351553
71.7603	0.0391663
18.4004	0.0558655
73.4377	0.282631
90.8155	0.0294955
59.893	0.0858347
60.1192	0.0679278
69.3194	0.0619273
41.7719	0.110609
88.3356	0.101715
44.3041	0.0754853
23.6628	0.364524
17.0869	0.168413
81.8161	0.098848
71.0654	0.0727149
84.8772	0.0509944
88.1414	0.0677008
59.677	0.0755434
43.2505	0.149034
62.6897	0.0529851
92.7443	0.0399564
68.3819	0.0747705
41.0328	0.31892
34.208	0.0677067
96.6132	0.0506916
51.8977	0.058952
98.428	0.0351733
54.3674	0.0912736
91.9893	0.023098
29.8176	0.133234
91.4985	0.0739547
36.5392	0.17155
14.1593	0.0815768
31.3426	0.11244
81.3929	0.0654907
98.9004	0.0525556
8.15698	0.0784794
94.1147	0.0528962
70.262	0.0519128
30.4567	0.06241
65.5177	0.0384126
96.4377	0.102162
10.7179	0.141269
12.2049	0.034683
41.7096	0.0692998
94.0249	0.0537121
88.0297	0.0529283
13.7949	0.310538
71.5986	0.0342862
38.0754	0.171749
17.6824	0.0757193
42.3142	0.105939
96.378	0.0271172
73.4763	0.0248622
27.1195	0.187714
36.9426	0.036771
91.9887	0.051848
13.0381	0.360593
22.3134	0.110964
58.1745	0.0743257
92.7181	0.0904858
76.9181	0.0513645
26.9978	0.0292543
2.20114	0.42042
41.1599	0.0749285
100.601	0.0438642
12.3631	0.0798173
75.858	0.0985747
21.5509	0.347004
58.4395	0.0414065
18.3196	0.169011
59.761	0.0563666
88.5264	0.0645058
24.0076	0.0331402
32.8649	0.066503
82.0505	0.105951
70.5652	0.0561731
9.72308	0.555964
88.3666	0.0624947
91.8006	0.00666127
71.3581	0.0129052
81.8321	0.0502787
84.7033	0.107137
45.7801	0.0503837
47.0551	0.0925992
103.318	0.0884538
21.4532	0.225877
96.5104	0.0256061
92.1494	0.0503054
37.9142	0.0368228
30.6469	0.132449
53.1475	0.119827
45.8282	0.029487
61.869	0.0314907
52.5373	0.130752
62.1259	0.0319525
42.0342	0.0483087
62.7667	0.0470578
99.4555	0.0395895
13.3217	0.199191
88.7263	0.0527388
71.3716	0.0286647
35.1355	0.277727
58.8003	0.101183
44.7113	0.0480085
64.1224	0.0132403
72.3182	0.0479255
91.8183	0.0414466
43.4557	0.0497244
35.3086	0.0652741
52.4595	0.0282398
71.7956	0.0498244
22.018	0.286675
69.2358	0.080812
45.9882	0.275141
69.9142	0.235947
21.2882	0.346805
91.1732	0.0529056
96.8324	0.0283788
50.137	0.0238534
59.3689	0.035449
95.0852	0.035436
19.8932	0.203454
52.2743	0.0289167
38.1847	0.173902
90.8523	0.0821856
27.1936	0.0368746
66.6087	0.075201
41.7385	0.108646
25.0937	0.0685918
79.7046	0.0529333
75.263	0.107155
38.9716	0.20629
43.8198	0.0753114
83.6348	0.0523472
38.4226	0.0716406
16.6481	0.214785
14.4355	0.232687
72.6373	0.057438
97.2695	0.0190082
77.7913	0.138933
97.8017	0.0411162
61.1474	0.0656066
53.5123	0.0651852
52.0229	0.0784682
13.6272	0.30918
46.2524	0.118619
62.039	0.028329
81.3229	0.0528529
25.099	0.113267
78.8157	0.0808177
89.5473	0.0422468
50.0803	0.0528375
95.7301	0.0516966
60.7781	0.0548703
27.3049	0.0596761
33.1118	0.0504175
98.2526	0.0611472
17.6467	0.109239
28.3161	0.172063
15.839	0.0412269
81.7533	0.135437
46.9007	0.0359203
50.4372	0.157763
44.1088	0.0875416
4.71906	0.536511
65.5502	0.0471719
74.0635	0.0187191
47.4911	0.0895507
89.6425	0.0217532
96.0867	0.0339236
48.4585	0.0743538
71.5737	0.0664412
22.1481	0.0751118
39.2618	0.0743559
76.082	0.0605863
15.3445	0.0427637
94.5442	0.0529188
20.9612	0.354495
24.5316	0.0426113
33.7384	0.0876283
33.9073	0.289108
14.9126	0.0696122
91.6746	0.0172281
34.1495	0.0481527
14.0434	0.0692458
55.1187	0.0519289
17.5978	0.156391
79.6472	0.304771
75.4749	0.0500838
33.8965	0.0286277
21.8814	0.175119
93.2753	0.0397881
69.6816	0.02736
8.83339	0.0908981
71.5058	0.0507661
38.7435	0.0733801
9.86424	0.320882
88.2023	0.0508667
44.2916	0.0305761
40.5447	0.311316
10.0262	0.616228
90.9293	0.106906
74.2772	0.0290977
53.4913	0.029034
57.2216	0.0368645
27.5171	0.0397376
71.1777	0.0897194
74.498	0.057225
42.5742	0.0959038
46.6062	0.110857
57.1144	0.0755274
71.0363	0.245011
44.2731	0.261145
69.0489	0.091571
71.3547	0.0354699
47.0991	0.135055
58.246	0.0236921
95.3274	0.0167993
18.6428	0.0595608
49.7141	0.0208186
74.8401	0.0550185
80.8011	0.0528591
35.1532	0.0461134
27.1978	0.0614198
90.7217	0.0427144
58.823	0.0465014
34.158	0.0423596
15.1514	0.268734
96.6244	0.160678
61.5639	0.047294
15.3912	0.0236967
72.3987	0.0738208
12.369	0.11739
4.47405	0.0797995
69.0852	0.11497
48.9237	0.0940229
52.061	0.132277
29.8711	0.0610426
100.538	0.159083
82.9404	0.123293
21.3305	0.131651
57.0282	0.0796071
91.1421	0.0937092
69.3112	0.057359
62.3003	0.0833617
96.3319	0.0103772
55.5328	0.0574899
59.9153	0.0417366
70.0273	0.0333562
11.8612	0.0706741
35.3366	0.136243
43.3834	0.186549
80.2184	0.0532524
92.0764	0.117546
94.8749	0.0411422
32.7658	0.150863
72.2681	0.0922134
89.8496	0.0524567
68.7993	0.0520768
36.9975	0.08311
7.12902	0.254577
51.1566	0.0744156
91.0341	0.0518116
28.6787	0.0875837
91.7974	0.0613547
67.06	0.116258
88.481	0.0109772
91.6358	0.0957379
97.3751	0.0393499
70.9018	0.025887
70.8379	0.0122194
15.9073	0.102717
58.7472	0.0893723
34.2168	0.0345502
91.6345	0.0337951
46.4391	0.0488192
45.7454	0.184418
95.9796	0.0470247
53.9182	0.100809
7.16007	0.665159
20.2918	0.210982
69.0974	0.0545301
61.9395	0.0515543
40.6921	0.142854
92.7984	0.0629222
55.8765	0.0528495
60.9347	0.076286
79.187	0.0528975
13.7802	0.115042
79.7961	0.0529335
14.0593	0.42417
72.0742	0.142472
62.3349	0.0551655
91.5056	0.0516114
51.7162	0.0950837
52.1684	0.0997503
97.9935	0.0689212
91.2306	0.0486944
18.636	0.0844091
90.6349	0.115121
25.1839	0.243215
42.3466	0.0773488
56.8254	0.01502
48.0309	0.0713337
70.8004	0.0335614
10.7848	0.502574
4.12802	0.254346
68.7533	0.106182
71.1888	0.0670473
58.3017	0.0689734
31.0509	0.175782
26.2679	0.328943
61.5949	0.031393
62.0242	0.059872
11.8945	0.0604308
98.9196	0.111179
31.3326	0.129325
91.6352	0.0630649
101.765	0.0481263
91.3005	0.0135956
47.9642	0.197363
24.582	0.0728501
50.4936	0.00970812
58.6186	0.03089
91.8171	0.057296
41.5965	0.187778
3.30326	0.454113
14.5411	0.36148
81.8648	0.0526158
100.265	0.0883649
25.2901	0.151766
17.9915	0.0570316
28.018	0.205671
36.8364	0.238035
30.5181	0.0273276
84.6939	0.049327
24.4381	0.312298
90.2736	0.151451
51.5257	0.044589
90.3924	0.0126902
39.1534	0.0807625
46.9304	0.0984352
26.5062	0.0837345
32.8335	0.143683
72.4221	0.036454
71.6651	0.0113789
19.8432	0.0993073
94.9809	0.0547897
87.832	0.0248435
33.3149	0.143928
4.72658	0.33464
27.2403	0.0620368
2.97959	0.621981
89.8464	0.0984918
5.57821	0.0418521
75.2777	0.0455571
64.2395	0.0571186
32.1445	0.138462
100.822	0.0434851
69.1015	0.147032
70.5581	0.0773478
31.6866	0.129172
58.5402	0.0940016
15.3916	0.354004
71.1762	0.0862632
24.209	0.164768
43.9854	0.0672403
36.1397	0.0827442
28.0997	0.175537
61.9858	0.0449687
46.2776	0.196673
9.29521	0.060572
19.0549	0.0453051
102.675	0.0486152
75.5257	0.0411377
23.0952	0.0912523
39.6858	0.050707
30.5098	0.0624068
90.8031	0.052905
75.0487	0.0624126
73.5957	0.0366888
18.1326	0.0953156
18.1881	0.103521
30.3426	0.121714
21.0934	0.10452
8.41466	0.0953235
71.6838	0.0690162
74.4305	0.0596653
48.1879	0.137548
14.5459	0.413701
31.4615	0.0465189
92.0318	0.0312957
35.4492	0.199341
57.3771	0.136148
26.7355	0.255821
38.1191	0.146897
91.6295	0.0381653
9.67443	0.38285
56.6593	0.0171798
74.3482	0.112252
52.137	0.0880229
94.1405	0.0246777
58.046	0.0562884
20.6664	0.137116
91.9226	0.0294268
70.3836	0.0529031
58.8912	0.0535549
36.3887	0.0867013
95.0285	0.0529334
21.7733	0.101061
63.9866	0.0574529
70.8961	0.0881438
99.8883	0.0383409
23.6172	0.15924
51.1466	0.105501
91.3869	0.0361733
21.9711	0.114225
94.0987	0.0514227
95.2231	0.0273018
60.7641	0.0380377
20.9587	0.358275
12.0402	0.484163
30.4482	0.0400456
59.4773	0.199686
91.5264	0.118388
71.0582	0.0470454
58.1686	0.237999
47.9549	0.0640078
69.5071	0.0196362
48.0577	0.0475838
93.3059	0.0268704
90.8516	0.0588695
55.3501	0.0976045
49.9472	0.0880756
30.9089	0.107014
22.1824	0.0133443
22.7668	0.118463
36.6386	0.0900358
92.8687	0.0527868
99.7374	0.0679254
31.3667	0.0762423
56.9522	0.0824701
101.099	0.0436109
7.50145	0.214916
90.9946	0.0517066
40.0872	0.295264
25.49	0.0266195
15.8708	0.26337
62.2642	0.0475825
101.886	0.0477829
25.38	0.0758358
90.2337	0.0768214
92.2334	0.050249
38.7147	0.0612444
93.7063	0.0411976
22.0097	0.237946
23.0689	0.0810675
77.8527	0.0521824
85.3911	0.0506964
17.2152	0.187867
4.82745	0.255071
92.5557	0.0483163
72.5647	0.0501697
90.6909	0.044116
26.0699	0.0399767
99.8879	0.0524749
20.7518	0.330958
41.0624	0.0462445
55.2248	0.296016
7.74222	0.171927
70.2943	0.0504979
74.9357	0.0728905
91.434	0.10801
104.788	0.112572
12.3389	0.0388498
66.598	0.0970462
90.4813	0.0308636


106.486	0.0515468
6.06961	0.291135
88.2958	0.0261926
19.2588	0.222033
83.2962	0.0846011
30.979	0.0410026
27.3479	0.0603682
48.0639	0.139056
9.90595	0.0196939
94.9662	0.0594457
56.0429	0.0460678
72.3222	0.0355151
30.9721	0.0865968
11.5367	0.122633
69.5488	0.100382
105.614	0.0623062
104.392	0.120525
25.741	0.0699371
37.2213	0.0748636
60.7107	0.0223958
68.0374	0.0495317
11.9171	0.514657
32.7318	0.0570422
67.8128	0.055784
20.6861	0.160383
76.5365	0.300535
98.6541	0.0410505
53.7939	0.106507
61.0597	0.0894569
67.5392	0.045761
42.9028	0.104804
87.1966	0.101342
51.7647	0.0781711
23.1875	0.334985
19.0752	0.307096
82.2714	0.0991508
69.8672	0.0593271
83.3384	0.0527655
81.7597	0.0749211
60.501	0.0759982
40.3717	0.144012
62.6919	0.0529858
98.4575	0.0417205
69.6501	0.0605143
40.4007	0.318938
31.6801	0.0765906
99.5945	0.0507077
53.4815	0.0584064
106.159	0.0388149
47.1343	0.0721539
103.214	0.0221787
23.2003	0.117852
89.4455	0.0876076
29.7668	0.172594
13.5022	0.110841
29.7648	0.0503547
82.2506	0.068665
104.199	0.0270131
8.75724	0.0864869
94.4338	0.052915
69.5056	0.052554
30.917	0.0527792
66.2435	0.0353649
106.406	0.101186
14.6324	0.584808
10.2744	0.188718
45.0454	0.0674442
94.6419	0.0400377
87.8748	0.0529238
9.14539	0.130805
70.9463	0.0268413
35.5163	0.182038
17.82	0.0873957
46.4743	0.0923244
105.03	0.0488703
83.4143	0.0407281
27.1984	0.188578
37.0863	0.0341276
93.3197	0.0528062
8.69636	0.160031
22.6321	0.128146
54.0034	0.0707184
84.709	0.0786409
79.4665	0.0490254
22.0814	0.11838
1.02746	0.334654
42.4584	0.117068
106.14	0.0472469
12.5042	0.0390703
80.4247	0.105468
16.0534	0.0996142
58.8295	0.0270864
15.2113	0.0637253
59.8116	0.0559048
85.2055	0.0642559
24.337	0.0467652
33.6827	0.0785843
83.6867	0.106351
68.2758	0.0327823
9.53849	0.528633
85.9789	0.0639798
102.043	0.00733884
65.5757	0.0841909
81.6451	0.156819
82.6754	0.0640916
50.5439	0.0701248
49.3478	0.0954593
105.377	0.0874486
32.1624	0.221293
105.27	0.0531864
92.5553	0.0505188
30.0616	0.120065
40.4905	0.099789
56.3411	0.0872523
46.5884	0.0787038
63.9871	0.0913605
52.2635	0.134033
60.8919	0.0450308
41.4309	0.0468442
62.8016	0.0440934
104.333	0.0247944
8.43419	0.210157
87.7438	0.05252
69.2314	0.0322526
38.8398	0.289515
58.8426	0.101582
40.5935	0.0978272
64.5901	0.013414
67.3741	0.0179412
87.7848	0.0231645
46.4034	0.0361032
34.9153	0.0772739
52.5697	0.02442
71.4978	0.0829954
19.8998	0.148416
77.5292	0.0131079
42.2214	0.288229
70.642	0.239676
15.1438	0.0979999
90.1814	0.0521292
105.897	0.111999
57.9367	0.0963505
61.6043	0.00702238
102.856	0.0354526
21.0877	0.202834
55.5141	0.0742409
34.2854	0.183489
82.6761	0.0823844
24.4964	0.133242
66.7642	0.0750174
53.8213	0.10797
32.3112	0.225062
80.0482	0.0527704
77.5956	0.106344
28.0417	0.155689
43.3968	0.0651965
82.9634	0.052933
38.4019	0.0736143
23.8869	0.249362
11.8025	0.135628
69.7248	0.0176795
105.777	0.107861
82.742	0.131638
104.135	0.113254
61.1358	0.0805189
44.9795	0.0849853
54.5917	0.0431601
12.478	0.171561
47.6926	0.116807
62.6265	0.0344149
81.4448	0.103361
25.2509	0.105487
84.5767	0.108725
89.1749	0.0422108
47.226	0.0450155
99.4733	0.0517773
60.8383	0.0576464
27.3974	0.052775
32.5378	0.0663872
98.4339	0.0611472
22.3726	0.121328
29.3307	0.166355
13.9559	0.0605775
83.147	0.134376
47.1038	0.0327079
52.9547	0.137103
41.5887	0.0493955
7.21853	0.286129
66.2206	0.048193
67.1355	0.0226316
57.8143	0.101296
85.6706	0.0269682
103.29	0.0341539
48.2256	0.0738467
68.2397	0.0510243
23.1865	0.021964
35.2895	0.0215854
77.0512	0.0610607
17.3806	0.034561
94.7534	0.0525661
21.5717	0.392486
28.2429	0.206625
36.9515	0.109246
33.8812	0.267246
13.0803	0.0567393
101.176	0.021098
33.9235	0.0377549
10.5418	0.261376
49.8732	0.0866553
25.733	0.311593
85.8523	0.291595
77.7474	0.0514361
36.5096	0.0710496
21.0941	0.141753
103.287	0.0397177
68.5181	0.114169
9.5057	0.176126
70.367	0.042725
47.4733	0.0567435
17.0988	0.130743
86.0275	0.0503836
48.8641	0.0122211
39.6812	0.307061
6.72059	0.320863
88.3404	0.104714
82.6887	0.0362861
49.2472	0.0917347
51.1114	0.0675507
26.3069	0.100154
70.081	0.0882667
74.6741	0.0569315
51.9982	0.0561589
44.4268	0.0510763
52.9354	0.0590936
71.9441	0.244172
39.749	0.321669
68.5234	0.0917571
71.5758	0.0378748
42.3513	0.0317457
58.848	0.0652174
106.391	0.0118362
17.7961	0.0306054
47.0764	0.0424492
69.503	0.0544279
81.2991	0.0521638
34.5839	0.026682
34.4193	0.225776
88.2197	0.0395829
60.1678	0.0528499
37.5365	0.0563413
24.4552	0.21356
104.815	0.160458
62.3604	0.0542927
14.0756	0.0275168
66.798	0.0774589
12.3214	0.128605
3.84018	0.123874
69.5197	0.113344
56.2237	0.0810627
50.7143	0.13342
31.4658	0.0816685
108.273	0.161285
81.7891	0.12129
19.9818	0.157358
51.7485	0.102511
92.4149	0.0941661
70.5067	0.0769562
58.2805	0.11392
105.385	0.0148738
54.2772	0.0479495
59.9316	0.0419402
70.4758	0.0209826
12.155	0.0879747
36.6863	0.111822
43.5996	0.204769
82.834	0.0709102
101.259	0.059373
97.6603	0.0548019
31.8465	0.139374
70.709	0.108414
88.1189	0.051476
68.567	0.0525842
35.4678	0.0439428
12.0158	0.330782
49.8529	0.101479
80.9986	0.0275488
29.1787	0.0780133
89.8978	0.115755
67.3764	0.116515
86.9464	0.0448396
91.5451	0.0542603
104.394	0.0403807
71.2393	0.036026
73.6347	0.0487079
16.3379	0.113828
54.5271	0.0922779
34.0092	0.0424235
92.0614	0.0322979
45.6981	0.0416136
46.4321	0.185322
100.752	0.0470381
53.667	0.11112
8.04447	0.875417
21.4108	0.27383
76.2403	0.0637458
63.7879	0.0741607
41.8304	0.1483
83.5821	0.0533659
55.0824	0.0517149
61.7206	0.0676604
80.3556	0.0719502
10.1153	0.356107
84.6933	0.171779
15.4249	0.572126
71.6137	0.143774
62.3437	0.0554703
92.7187	0.0532677
50.2732	0.140825
53.5029	0.101037
106.619	0.0667997
88.8578	0.0477964
17.3991	0.140472
88.6402	0.114269
14.8208	0.274196
42.1392	0.0795576
53.1002	0.0124817
48.6383	0.0723006
71.4429	0.0419996
7.63835	0.026995
5.3159	0.0273321
68.8008	0.106109
77.4489	0.0421634
58.4815	0.0471101
20.8467	0.209002
17.6337	0.212856
62.1325	0.0383296
62.0589	0.0599777
12.1927	0.0149073
105.924	0.112249
38.3722	0.0332035
88.3804	0.148814
105.734	0.0504067
102.179	0.0504684
44.0909	0.168824
22.6444	0.0737646
52.9867	0.0555271
60.7514	0.0279588
91.5093	0.057604
44.4423	0.156358
1.03191	0.543145
16.1155	0.48589
81.9266	0.0525265
106.844	0.0904394
27.1733	0.146984
19.7556	0.0307132
23.8965	0.0835588
32.0398	0.20871
30.6038	0.0365373
82.9959	0.0529186
24.5167	0.285543
84.6406	0.147041
52.0944	0.0931736
99.824	0.0228764
39.1659	0.0775458
49.4968	0.098137
26.5753	0.0902006
35.2989	0.147477
72.3629	0.0364038
67.3934	0.0538379
21.358	0.159867
106.514	0.0805832
83.1734	0.0528854
33.6047	0.137846
3.09149	0.0889922
25.6363	0.133759
5.08559	0.351564
92.4542	0.0978123
5.56488	0.0401078
79.6661	0.0437125
65.9895	0.0688472
21.3887	0.20165
106.405	0.0473826
67.4588	0.147914
72.4934	0.0375784
34.1578	0.0633589
58.6046	0.107559
18.9577	0.352108
69.2582	0.148804
22.7619	0.0819448
44.3813	0.0634003
33.8137	0.0603211
29.3333	0.109046
60.0591	0.0157186
49.7793	0.195917
9.18607	0.0271211
19.0128	0.0435502
106.192	0.0514015
83.3488	0.063693
20.6355	0.126837
38.0915	0.112714
29.9726	0.100664
90.1194	0.0540289
73.4307	0.0270981
80.2407	0.0661555
22.8258	0.286321
16.6724	0.157178
30.7986	0.140131
24.7869	0.0683096
7.05856	0.0841321
68.9534	0.0669889
74.9117	0.053354
55.0647	0.126629
14.5496	0.412706
32.1153	0.0263414
84.1612	0.026589
32.1551	0.156351
53.0569	0.139844
27.086	0.251686
30.9057	0.167045
83.8167	0.00481407
12.2191	0.756711
52.7172	0.052061
81.9386	0.112167
54.2467	0.0913181
106.174	0.16162
58.2501	0.0561106
22.4724	0.26854
81.1696	0.0353726
70.128	0.0529013
58.9326	0.0541447
35.3151	0.0869034
95.0484	0.0529335
29.3312	0.254851
64.7359	0.0576846
65.4787	0.0605618
107.245	0.00770126
16.066	0.189188
53.0263	0.118499
81.332	0.0918886
21.2787	0.0566864
96.3271	0.0518074
103.086	0.0273674
62.41	0.0303912
21.9365	0.353364
4.75165	0.414898
36.1864	0.0209194
56.9934	0.193884
86.9032	0.120135
68.7686	0.00518652
57.6147	0.238524
47.1567	0.0778565
70.1086	0.070061
48.6255	0.0482991
104.951	0.0432466
88.8569	0.061709
49.0417	0.127747
41.6412	0.0417949
30.9427	0.105265
22.282	0.00320558
17.2587	0.14001
36.6308	0.0982655
93.3834	0.0529097
99.8478	0.0679261
35.1572	0.0275057
56.9578	0.0823808
106.58	0.0478381
8.07616	0.15371
83.3856	0.0522255
40.1632	0.292851
25.6454	0.0665042
16.6531	0.298257
62.7879	0.050815
105.943	0.0503974
21.5164	0.0380989
83.4729	0.0730314
94.8206	0.0517823
36.6176	0.122875
100.059	0.0418585
24.1268	0.241402
23.2141	0.0801544
80.2853	0.0215926
83.5593	0.0525227
17.4405	0.174912
6.42163	0.250241
96.2515	0.0499567
67.4204	0.0635424
104.046	0.0433452
25.4649	0.0570942
101.262	0.0525045
20.7095	0.330223
42.0064	0.0156371
49.7272	0.325199
4.36352	0.338572
70.9366	0.0921584
70.9308	0.0575048
91.2769	0.0219155
107.339	0.114102
12.3207	0.0522079
66.797	0.0966973
100.768	0.0317953


106.521	0.051466
7.45952	0.514646
92.755	0.0878815
14.9849	0.0944578
90.0993	0.116524
31.2255	0.0401649
23.1313	0.198609
48.0289	0.139064
10.7342	0.0966224
93.7812	0.061085
55.8435	0.0466958
70.9809	0.0177657
30.7092	0.0887595
12.9927	0.0754105
68.5655	0.104374
105.086	0.0630619
98.0076	0.119306
30.2579	0.0546016
33.2214	0.0742127
61.6484	0.0344571
67.7692	0.0508662
6.23111	0.209443
32.8198	0.147724
67.2808	0.0646034
15.3912	0.156957
76.5642	0.30072
92.8579	0.05134
49.6039	0.0847709
60.9661	0.0973156
76.2066	0.0470179
45.2662	0.112737
89.0987	0.101024
45.8438	0.0452979
20.0102	0.148246
20.1256	0.383143
79.2149	0.0990255
69.8505	0.0592781
82.9906	0.0522664
84.7148	0.068011
61.2901	0.0740872
39.2244	0.125383
62.6945	0.0529867
93.5175	0.0450999
69.9585	0.0561667
40.5873	0.357138
33.1807	0.0842852
96.6272	0.0507342
53.3382	0.05782
99.8968	0.0465474
50.9817	0.0428142
92.1751	0.0178047
28.4556	0.0286525
95.2279	0.0780418
36.7818	0.168498
12.1089	0.0733739
23.4237	0.146434
79.2893	0.066983
98.9373	0.0414484
8.75289	0.0771881
94.2351	0.0529288
68.891	0.0514031
32.1409	0.0628316
66.7814	0.0303982
97.5697	0.097221
3.7611	0.595404
12.9921	0.0494112
43.8741	0.0642556
94.3877	0.0401186
88.0469	0.0529252
10.3036	0.0295055
73.872	0.0459086
33.9806	0.173921
17.7505	0.0722022
43.6968	0.111553
96.5604	0.0459776
80.3358	0.0513319
27.3547	0.184136
37.2921	0.0419125
93.6352	0.0524595
11.892	0.280933
22.7894	0.135127
51.8693	0.0949951
96.4152	0.0607008
78.2593	0.0527466
22.0465	0.120212
2.18667	0.410818
42.5749	0.123141
102.695	0.0520909
14.6075	0.262225
77.7484	0.0972555
10.3249	0.33543
60.6272	0.111529
12.3559	0.222538
59.1207	0.060835
85.6003	0.102546
24.5714	0.0164842
33.5349	0.0779968
82.1956	0.105838
73.6165	0.0710216
6.56878	0.1122
89.0377	0.0641875
92.2417	0.0205182
67.0075	0.0774262
74.2389	0.160465
79.5359	0.0582858
48.3183	0.0840734
48.4577	0.105331
106.853	0.0893952
22.6648	0.186202
97.9532	0.056642
93.1574	0.0501306
39.2383	0.145561
40.7807	0.136525
48.2484	0.0920415
49.4249	0.0456776
65.1178	0.109115
49.0619	0.147282
57.8491	0.0734808
41.6514	0.0455304
62.8104	0.0440934
99.7721	0.0279015
13.2796	0.195291
88.4589	0.0521823
67.8645	0.0127885
34.9302	0.276495
58.8913	0.100436
37.2516	0.0641231
63.3618	0.105946
66.5364	0.0250865
95.3763	0.106103
42.5005	0.0442718
33.1602	0.0809389
55.7021	0.023712
72.3829	0.0840458
18.4578	0.103661
82.116	0.0802487
37.4566	0.287872
70.6499	0.239719
11.3811	0.2596
92.512	0.0503129
98.4803	0.0832012
52.7753	0.0562853
63.6265	0.0682198
95.0908	0.0354979
18.8279	0.197364
48.5544	0.0639033
34.0327	0.185548
89.2455	0.0751965
29.1112	0.0369437
66.7243	0.0725475
42.4854	0.0700629
24.4502	0.0503481
79.4866	0.0528539
78.1789	0.105298
33.9114	0.094873
41.7269	0.0233071
82.3709	0.0524144
38.5445	0.0591431
16.1169	0.230338
11.6434	0.141471
67.0263	0.0234887
97.1654	0.0722488
78.0853	0.134003
